0,1,2,3,4,5,6
"ESRS E1-9 
Disaggregation of 
monetary amounts by 
acute and chronic 
physical risk paragraph 
66 (a) ESRS E1-9 Location 
of significant assets at 
material physical risk 
paragraph 66 (c).",n/a,"Article 449a Regulation (EU) 
No 575/2013; Commission 
Implementing Regulation 
(EU) 2022/2453 paragraphs 
46 and 47; Template 5: 
Banking book - Climate 
change physical risk: 
Exposures subject to 
physical risk.",n/a,n/a,Yes,59
